id,member_id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,pymnt_plan,url,desc,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d,collections_12_mths_ex_med,mths_since_last_major_derog,policy_code,application_type,annual_inc_joint,dti_joint,verification_status_joint,acc_now_delinq,tot_coll_amt,tot_cur_bal,open_acc_6m,open_il_6m,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m,target_bad
3425265,3156964,20000.0,20000.0,18590.3377698, 60 months,13.49,460.1,C,C1,REDACTED,1 year,RENT,82000.0,Not Verified,Dec-2011,Fully Paid,n,,,credit_card,Loan Application,43xxx,OH,17.68,0.0,Feb-1995,0.0,,,13.0,0.0,26693.0,61.4,23.0,f,0.0,0.0,26397.3130625,23747.15,20000.0,6397.31,0.0,0.0,0.0,Feb-2015,9848.46,,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,,0.0
9544112,8176203,10000.0,10000.0,10000.0, 36 months,11.71,330.76,B,B3,REDACTED,8 years,RENT,60000.0,Not Verified,Dec-2011,Charged Off,n,,,debt_consolidation,Loan Application,92xxx,CA,22.08,0.0,Jul-2001,0.0,,,8.0,0.0,5626.0,29.3,26.0,f,0.0,0.0,6002.23,6002.23,4293.91,1388.86,0.0,319.46,57.5028,Jul-2013,62.38,,Nov-2013,0.0,,1.0,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,,1.0
6530989,1105881,12000.0,12000.0,12000.0, 36 months,16.29,423.61,D,D1,REDACTED,5 years,MORTGAGE,80000.0,Verified,Dec-2011,Fully Paid,n,,,credit_card,Loan Application,30xxx,GA,18.18,0.0,Apr-2002,0.0,,,8.0,0.0,29609.0,97.2,11.0,f,0.0,0.0,14946.5600236,14946.56,12000.0,2946.56,0.0,0.0,0.0,Mar-2014,4368.56,,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,,0.0
8200647,8136184,13475.0,13475.0,13450.0, 60 months,13.49,309.99,C,C1,REDACTED,10+ years,RENT,25000.0,Verified,Dec-2011,Charged Off,n,,,credit_card,Loan Application,91xxx,CA,21.89,0.0,Dec-2001,1.0,,,7.0,0.0,9943.0,65.8,14.0,f,0.0,0.0,6198.89,6187.44,3516.74,2682.15,0.0,0.0,0.0,Oct-2013,28.0,,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,,1.0
3449241,5771473,7200.0,7200.0,7200.0, 36 months,12.42,240.59,B,B4,REDACTED,5 years,RENT,48000.0,Not Verified,Dec-2011,Fully Paid,n,,,major_purchase,Loan Application,60xxx,IL,17.43,0.0,Sep-2006,1.0,,,7.0,0.0,16450.0,80.2,10.0,f,0.0,0.0,8677.15633962,8677.16,7200.0,1462.16,15.0,0.0,0.0,Feb-2015,19.26,,Dec-2015,0.0,,1.0,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,,0.0
7572127,5036470,5600.0,5600.0,5600.0, 36 months,14.65,193.17,C,C3,REDACTED,1 year,MORTGAGE,85000.0,Not Verified,Dec-2011,Charged Off,n,,,debt_consolidation,Loan Application,85xxx,AZ,12.24,1.0,May-1999,3.0,11.0,,8.0,0.0,6812.0,90.8,31.0,f,0.0,0.0,1350.86,1350.86,905.39,445.47,0.0,0.0,0.0,Aug-2012,193.17,,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,,1.0
1933491,4060780,12000.0,12000.0,11975.0, 36 months,14.27,411.71,C,C2,REDACTED,< 1 year,RENT,57000.0,Verified,Dec-2011,Fully Paid,n,,,debt_consolidation,Loan Application,93xxx,CA,10.86,0.0,Aug-1998,1.0,,,7.0,0.0,9273.0,81.5,11.0,f,0.0,0.0,14396.58,14366.62,12000.0,2396.58,0.0,0.0,0.0,Dec-2013,5359.38,,Nov-2015,0.0,,1.0,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,,0.0
4718133,5446236,8500.0,8500.0,8500.0, 36 months,6.03,258.71,A,A1,REDACTED,2 years,RENT,25000.0,Not Verified,Dec-2011,Fully Paid,n,,,credit_card,Loan Application,21xxx,MD,1.73,0.0,Oct-2005,0.0,,,6.0,0.0,2463.0,28.0,18.0,f,0.0,0.0,9074.73,9074.73,8500.0,574.73,0.0,0.0,0.0,May-2013,4936.27,,May-2013,0.0,,1.0,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,,0.0
4201147,3088631,8000.0,8000.0,8000.0, 36 months,9.91,257.8,B,B1,REDACTED,2 years,RENT,34000.0,Source Verified,Dec-2011,Fully Paid,n,,,credit_card,Loan Application,15xxx,PA,18.28,0.0,Dec-2005,0.0,,,6.0,0.0,7434.0,78.5,7.0,f,0.0,0.0,9279.81275176,9279.81,8000.0,1279.81,0.0,0.0,0.0,Jan-2015,262.31,,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,,0.0
8554583,4845737,8000.0,8000.0,8000.0, 36 months,12.42,267.33,B,B4,REDACTED,10+ years,RENT,40000.0,Not Verified,Dec-2011,Fully Paid,n,,,credit_card,Loan Application,97xxx,OR,15.0,0.0,May-2004,0.0,,,10.0,0.0,18601.0,88.2,11.0,f,0.0,0.0,9622.78031997,9622.78,8000.0,1622.78,0.0,0.0,0.0,Jan-2015,269.73,,Jan-2015,0.0,,1.0,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,,0.0
6809806,4000915,16000.0,16000.0,8150.0, 60 months,15.27,382.92,C,C4,REDACTED,10+ years,RENT,42656.4,Source Verified,Dec-2011,Fully Paid,n,,,debt_consolidation,Loan Application,30xxx,GA,17.44,0.0,Oct-2001,1.0,,,4.0,0.0,12830.0,92.3,17.0,f,0.0,0.0,22394.08,11406.98,16000.0,6394.08,0.0,0.0,0.0,Nov-2015,199.56,,Nov-2015,0.0,,1.0,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,,0.0
3898212,2430353,15000.0,15000.0,15000.0, 36 months,17.27,536.81,D,D3,REDACTED,2 years,MORTGAGE,44400.0,Source Verified,Dec-2011,Fully Paid,n,,,house,Loan Application,33xxx,FL,3.59,1.0,Jun-1983,0.0,18.0,93.0,6.0,1.0,4582.0,91.6,16.0,f,0.0,0.0,17991.53,17991.53,15000.0,2991.53,0.0,0.0,0.0,Jun-2013,9412.4,,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,,0.0
3756211,5027121,10000.0,10000.0,10000.0, 36 months,9.91,322.25,B,B1,REDACTED,2 years,OWN,30000.0,Not Verified,Dec-2011,Fully Paid,n,,,debt_consolidation,Loan Application,05xxx,VT,11.24,0.0,Feb-1995,1.0,,,8.0,0.0,9152.0,66.8,30.0,f,0.0,0.0,11386.4302245,11386.43,10000.0,1386.43,0.0,0.0,0.0,Jul-2014,369.43,,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,,0.0
8086557,4531117,10000.0,10000.0,10000.0, 36 months,6.62,307.04,A,A2,REDACTED,5 years,MORTGAGE,70000.0,Not Verified,Dec-2011,Fully Paid,n,,,credit_card,Loan Application,12xxx,NY,16.78,0.0,Aug-1994,0.0,,,9.0,0.0,10770.0,69.0,18.0,f,0.0,0.0,10902.91,10902.91,10000.0,902.91,0.0,0.0,0.0,Dec-2013,4152.52,,Aug-2015,0.0,,1.0,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,,0.0
5432493,2867391,8000.0,8000.0,8000.0, 36 months,14.65,275.96,C,C3,REDACTED,3 years,RENT,28000.0,Not Verified,Dec-2011,Fully Paid,n,,,car,Loan Application,92xxx,CA,12.6,0.0,Sep-2006,1.0,,,8.0,0.0,6187.0,54.3,11.0,f,0.0,0.0,8636.82,8636.82,8000.0,636.82,0.0,0.0,0.0,Aug-2012,6983.56,,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,,0.0
1804438,9600467,22000.0,22000.0,22000.0, 36 months,9.91,708.95,B,B1,REDACTED,2 years,MORTGAGE,50000.0,Verified,Dec-2011,Fully Paid,n,,,debt_consolidation,Loan Application,48xxx,MI,13.22,0.0,Sep-1998,4.0,,,17.0,0.0,21470.0,49.8,32.0,f,0.0,0.0,25521.0957202,25521.1,22000.0,3521.1,0.0,0.0,0.0,Dec-2014,1430.05,,Dec-2014,0.0,,1.0,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,,0.0
7564524,1615966,6000.0,6000.0,6000.0, 36 months,14.27,205.86,C,C2,REDACTED,10+ years,MORTGAGE,94800.0,Verified,Dec-2011,Fully Paid,n,,,car,Loan Application,76xxx,TX,24.53,0.0,Mar-1986,1.0,,,13.0,0.0,71890.0,95.9,30.0,f,0.0,0.0,7215.05,7215.05,6000.0,1215.05,0.0,0.0,0.0,Dec-2013,1960.88,,Jun-2014,0.0,,1.0,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,,0.0
6053022,3181063,16000.0,16000.0,15975.0, 60 months,9.91,339.25,B,B1,REDACTED,10+ years,OWN,40000.0,Verified,Dec-2011,Current,n,,,debt_consolidation,Loan Application,32xxx,FL,9.39,0.0,Jun-1993,1.0,,,6.0,0.0,13270.0,28.5,23.0,f,3861.12,3855.09,16282.75,16257.31,12138.89,4143.86,0.0,0.0,0.0,Dec-2015,339.25,Jan-2016,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,,
5605104,4068525,2500.0,2500.0,2500.0, 36 months,7.51,77.78,A,A3,REDACTED,,OWN,12000.0,Source Verified,Dec-2011,Charged Off,n,,,debt_consolidation,Loan Application,96xxx,CA,16.3,0.0,Aug-1994,2.0,,,13.0,0.0,4853.0,42.2,20.0,f,0.0,0.0,1838.88,1838.88,1575.06,253.74,0.0,10.08,0.0,Dec-2013,77.78,,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,,1.0
8434119,5884140,13500.0,13500.0,13500.0, 36 months,9.91,435.04,B,B1,REDACTED,2 years,MORTGAGE,36000.0,Source Verified,Dec-2011,Fully Paid,n,,,credit_card,Loan Application,20xxx,DC,22.93,0.0,Apr-1980,1.0,,,13.0,0.0,25011.0,67.2,15.0,f,0.0,0.0,15621.2660575,15621.27,13500.0,2121.27,0.0,0.0,0.0,Sep-2014,1706.24,,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,,0.0
5700725,8287941,25000.0,25000.0,25000.0, 36 months,12.42,835.39,B,B4,REDACTED,2 years,RENT,225000.0,Verified,Dec-2011,Fully Paid,n,,,debt_consolidation,Loan Application,08xxx,NJ,8.32,1.0,Jul-2004,0.0,13.0,,11.0,0.0,30449.0,34.6,23.0,f,0.0,0.0,30071.7288242,30071.73,25000.0,5071.73,0.0,0.0,0.0,Jan-2015,842.08,,Dec-2014,0.0,,1.0,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,,0.0
9084467,5457832,10000.0,10000.0,10000.0, 36 months,13.49,339.31,C,C1,REDACTED,2 years,RENT,45900.0,Verified,Dec-2011,Fully Paid,n,,,small_business,Loan Application,95xxx,CA,24.97,0.0,Oct-2004,2.0,45.0,,10.0,0.0,8936.0,48.3,12.0,f,0.0,0.0,12174.4823094,12174.48,10000.0,2174.48,0.0,0.0,0.0,Sep-2014,1669.38,,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,,0.0
2609528,4330251,2500.0,2500.0,2500.0, 36 months,13.49,84.83,C,C1,REDACTED,4 years,RENT,27200.0,Not Verified,Dec-2011,Fully Paid,n,,,debt_consolidation,Loan Application,98xxx,WA,6.44,0.0,Jul-2008,0.0,,,6.0,0.0,3473.0,68.1,6.0,f,0.0,0.0,3050.27600404,3050.28,2500.0,550.28,0.0,0.0,0.0,Jan-2015,95.98,,Dec-2014,0.0,,1.0,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,,0.0
2455864,2771210,7325.0,7325.0,7325.0, 36 months,12.69,245.72,B,B5,REDACTED,1 year,RENT,42000.0,Not Verified,Dec-2011,Fully Paid,n,,,debt_consolidation,Loan Application,33xxx,FL,22.57,0.0,May-1996,3.0,65.0,,12.0,0.0,7281.0,65.0,29.0,f,0.0,0.0,8844.70084212,8844.7,7325.0,1519.7,0.0,0.0,0.0,Jan-2015,249.25,,Jan-2015,0.0,,1.0,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,,0.0
9862256,9664730,4000.0,4000.0,4000.0, 36 months,12.42,133.67,B,B4,REDACTED,5 years,RENT,135000.0,Verified,Dec-2011,Fully Paid,n,,,credit_card,Loan Application,10xxx,NY,12.12,0.0,Jan-2004,3.0,,,11.0,0.0,29311.0,85.7,21.0,f,0.0,0.0,4337.11,4337.11,4000.0,337.11,0.0,0.0,0.0,Oct-2012,3270.11,,Nov-2015,0.0,,1.0,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,,0.0
9888238,6888107,10000.0,10000.0,10000.0, 36 months,13.49,339.31,C,C1,REDACTED,5 years,RENT,65000.0,Not Verified,Dec-2011,Charged Off,n,,,small_business,Loan Application,92xxx,CA,6.92,1.0,Dec-1999,2.0,19.0,,12.0,0.0,14292.0,69.5,17.0,f,0.0,0.0,9270.84,9270.84,6799.56,2011.75,0.0,459.53,4.4878,Mar-2014,339.31,,Jul-2014,0.0,,1.0,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,,1.0
6832075,6118413,7750.0,7750.0,7750.0, 36 months,17.27,277.36,D,D3,REDACTED,< 1 year,RENT,24000.0,Not Verified,Dec-2011,Charged Off,n,,,debt_consolidation,Loan Application,60xxx,IL,16.1,0.0,Sep-2004,1.0,41.0,,4.0,0.0,2348.0,67.1,7.0,f,0.0,0.0,6934.0,6934.0,4935.39,1986.7,0.0,11.91,0.0,Jan-2014,277.36,,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,,1.0
3309162,4412318,20000.0,20000.0,20000.0, 60 months,20.89,539.84,F,F1,REDACTED,6 years,RENT,70000.0,Source Verified,Dec-2011,Charged Off,n,,,debt_consolidation,Loan Application,33xxx,FL,16.63,0.0,Nov-2002,1.0,,,10.0,0.0,10470.0,79.9,24.0,f,0.0,0.0,5425.96,5425.96,1318.27,3034.08,0.0,1073.61,10.48,Oct-2012,591.09,,Feb-2013,0.0,,1.0,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,,1.0
2431568,6215940,9600.0,9600.0,9600.0, 36 months,12.42,320.79,B,B4,REDACTED,10+ years,RENT,65000.0,Verified,Dec-2011,Fully Paid,n,,,debt_consolidation,Loan Application,11xxx,NY,11.65,0.0,Aug-2002,0.0,,,6.0,0.0,11279.0,70.9,11.0,f,0.0,0.0,11337.71,11337.71,9600.0,1737.71,0.0,0.0,0.0,Jan-2014,3643.9,,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,,0.0
8180161,3922512,21000.0,21000.0,21000.0, 60 months,11.71,464.07,B,B3,REDACTED,3 years,RENT,60000.0,Not Verified,Dec-2011,Charged Off,n,,,debt_consolidation,Loan Application,93xxx,CA,6.62,0.0,Dec-1990,0.0,,,7.0,0.0,10543.0,79.9,11.0,f,0.0,0.0,3708.24,3708.24,2142.87,1565.37,0.0,0.0,0.0,Aug-2012,464.07,,Aug-2012,0.0,,1.0,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,,1.0
2691498,6772900,14000.0,14000.0,14000.0, 36 months,10.65,456.03,B,B2,REDACTED,3 years,RENT,30000.0,Source Verified,Dec-2011,Fully Paid,n,,,credit_card,Loan Application,06xxx,CT,15.52,0.0,Sep-2006,0.0,,,7.0,0.0,15542.0,65.6,14.0,f,0.0,0.0,15200.08,15200.08,14000.0,1200.08,0.0,0.0,0.0,Dec-2012,10643.16,,Dec-2012,0.0,,1.0,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,,0.0
7963393,3570502,13350.0,13350.0,13350.0, 36 months,12.42,446.1,B,B4,REDACTED,10+ years,RENT,43000.0,Not Verified,Dec-2011,Fully Paid,n,,,debt_consolidation,Loan Application,92xxx,CA,20.57,0.0,May-1999,0.0,,,7.0,0.0,11531.0,95.3,15.0,f,0.0,0.0,16058.3944183,16058.39,13350.0,2708.39,0.0,0.0,0.0,Jan-2015,449.39,,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,,0.0
3896388,5394248,15000.0,15000.0,15000.0, 36 months,16.77,533.08,D,D2,REDACTED,10+ years,RENT,42000.0,Verified,Dec-2011,Charged Off,n,,,debt_consolidation,Loan Application,54xxx,WI,19.63,0.0,Aug-2001,2.0,,,10.0,0.0,8238.0,74.9,38.0,f,0.0,0.0,13373.77,13373.77,8365.66,3923.4,0.0,1084.71,40.7831000068,Apr-2014,188.69,,Apr-2014,0.0,,1.0,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,,1.0
6209069,9943468,15000.0,15000.0,15000.0, 36 months,17.27,536.81,D,D3,REDACTED,8 years,RENT,75000.0,Source Verified,Dec-2011,Charged Off,n,,,debt_consolidation,Loan Application,95xxx,CA,16.03,0.0,Mar-1991,0.0,48.0,,10.0,0.0,13505.0,75.9,17.0,f,0.0,0.0,10198.4,10198.4,6944.85,3238.39,0.0,15.16,5.64,Aug-2013,536.81,,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,,1.0
3932324,2198351,11000.0,11000.0,10750.0, 60 months,13.49,253.06,C,C1,REDACTED,10+ years,MORTGAGE,129000.0,Verified,Dec-2011,Current,n,,,debt_consolidation,Loan Application,92xxx,CA,10.94,0.0,Nov-1997,0.0,80.0,,10.0,0.0,1735.0,24.1,31.0,f,2841.5,2777.27,12119.38,11843.35,8158.5,3960.88,0.0,0.0,0.0,Dec-2015,253.06,Jan-2016,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,,
3859469,7907112,35000.0,35000.0,35000.0, 36 months,10.65,1140.07,B,B2,REDACTED,2 years,MORTGAGE,168000.0,Verified,Dec-2011,Fully Paid,n,,,debt_consolidation,Loan Application,77xxx,TX,3.17,1.0,Dec-2002,1.0,22.0,,16.0,0.0,1099.0,1.4,22.0,f,0.0,0.0,38059.76,38059.76,35000.0,3059.76,0.0,0.0,0.0,Oct-2013,272.59,,Sep-2013,0.0,,1.0,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,,0.0
2972113,6177699,9000.0,9000.0,9000.0, 36 months,10.65,293.16,B,B2,REDACTED,9 years,MORTGAGE,74000.0,Source Verified,Dec-2011,Fully Paid,n,,,credit_card,Loan Application,57xxx,SD,8.89,0.0,Sep-1998,0.0,,,7.0,0.0,7388.0,71.7,10.0,f,0.0,0.0,10552.7927996,10552.79,9000.0,1552.79,0.0,0.0,0.0,Jan-2015,6.65,,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,,0.0
8987782,5435541,22475.0,22475.0,22425.0, 60 months,15.27,537.87,C,C4,REDACTED,7 years,MORTGAGE,52000.0,Verified,Dec-2011,Current,n,,,debt_consolidation,Loan Application,03xxx,NH,15.23,0.0,Sep-1989,1.0,,,7.0,0.0,18554.0,61.8,23.0,f,5962.67,5949.34,25796.01,25738.74,16512.33,9283.68,0.0,0.0,0.0,Dec-2015,537.87,Jan-2016,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,,
5699221,5187152,16000.0,16000.0,16000.0, 36 months,12.69,536.72,B,B5,REDACTED,1 year,RENT,58500.0,Source Verified,Dec-2011,Charged Off,n,,,debt_consolidation,Loan Application,60xxx,IL,20.64,0.0,Sep-1994,0.0,,,8.0,0.0,26224.0,89.3,10.0,f,0.0,0.0,12295.72,12295.72,9479.47,2778.95,26.8355108716,10.47,1.7799000029,May-2014,528.58,,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,,1.0
2108024,5497022,13500.0,13500.0,13500.0, 36 months,12.69,452.86,B,B5,REDACTED,5 years,RENT,71000.0,Source Verified,Dec-2011,Fully Paid,n,,,debt_consolidation,Loan Application,22xxx,VA,11.97,0.0,Dec-1998,2.0,,,4.0,0.0,6681.0,77.7,11.0,f,0.0,0.0,16301.5451734,16301.55,13500.0,2801.55,0.0,0.0,0.0,Jan-2015,456.95,,Dec-2014,0.0,,1.0,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,,0.0
1801672,1532065,24000.0,24000.0,24000.0, 36 months,12.69,805.08,B,B5,REDACTED,10+ years,RENT,75000.0,Verified,Dec-2011,Fully Paid,n,,,debt_consolidation,Loan Application,98xxx,WA,11.6,0.0,May-1996,0.0,,,10.0,0.0,21609.0,84.6,33.0,f,0.0,0.0,28978.6789484,28978.68,24000.0,4978.68,0.0,0.0,0.0,Jan-2015,819.13,,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,,0.0
7915595,9668639,12000.0,12000.0,12000.0, 36 months,10.65,390.88,B,B2,REDACTED,5 years,RENT,60000.0,Not Verified,Dec-2011,Fully Paid,n,,,credit_card,Loan Application,92xxx,CA,10.84,0.0,Jun-2002,1.0,,,12.0,0.0,11849.0,48.8,18.0,f,0.0,0.0,14070.3986395,14070.4,12000.0,2070.4,0.0,0.0,0.0,Jan-2015,396.1,,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,,0.0
2722443,1278603,8400.0,8400.0,8150.0, 60 months,16.77,207.73,D,D2,REDACTED,5 years,RENT,87996.0,Not Verified,Dec-2011,Current,n,,,major_purchase,Loan Application,11xxx,NY,11.35,0.0,Sep-2003,0.0,,,8.0,0.0,9551.0,80.3,13.0,f,2295.64,2227.76,9940.54,9643.84,6104.36,3836.18,0.0,0.0,0.0,Dec-2015,207.73,Jan-2016,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,,
6366745,7687153,28000.0,28000.0,27975.0, 60 months,17.58,704.64,D,D4,REDACTED,5 years,MORTGAGE,140000.0,Verified,Dec-2011,Fully Paid,n,,,home_improvement,Loan Application,27xxx,NC,12.07,0.0,Jul-2006,1.0,,,13.0,0.0,2686.0,13.4,24.0,f,0.0,0.0,28411.15,28385.78,28000.0,411.15,0.0,0.0,0.0,Jan-2012,28412.43,,Jan-2012,0.0,,1.0,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,,0.0
9163716,5363800,14000.0,14000.0,14000.0, 36 months,6.62,429.86,A,A2,REDACTED,10+ years,RENT,66000.0,Source Verified,Dec-2011,Fully Paid,n,,,debt_consolidation,Loan Application,23xxx,VA,11.15,0.0,Sep-1999,1.0,,,7.0,0.0,12095.0,35.4,46.0,f,0.0,0.0,15450.0842184,15450.08,14000.0,1450.08,0.0,0.0,0.0,Sep-2014,2133.17,,Aug-2014,0.0,,1.0,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,,0.0
9418094,7269220,12000.0,12000.0,12000.0, 36 months,14.27,411.71,C,C2,REDACTED,8 years,MORTGAGE,70000.0,Not Verified,Dec-2011,Charged Off,n,,,other,Loan Application,14xxx,NY,8.4,0.0,Aug-2005,1.0,,,7.0,0.0,11546.0,86.2,12.0,f,0.0,0.0,4241.16,4241.16,2534.26,1163.48,0.0,543.42,5.32,Oct-2012,411.71,,Feb-2013,0.0,,1.0,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,,1.0
2469282,9446709,25000.0,25000.0,25000.0, 36 months,11.71,826.9,B,B3,REDACTED,10+ years,MORTGAGE,100000.0,Verified,Dec-2011,Fully Paid,n,,,debt_consolidation,Loan Application,02xxx,RI,6.88,0.0,Dec-1986,1.0,,,8.0,0.0,21128.0,89.1,18.0,f,0.0,0.0,29277.5738374,29277.57,25000.0,4277.57,0.0,0.0,0.0,Sep-2014,1122.55,,Aug-2014,0.0,,1.0,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,,0.0
9899775,9094921,9000.0,9000.0,9000.0, 36 months,12.69,301.91,B,B5,REDACTED,5 years,RENT,50000.0,Source Verified,Dec-2011,Fully Paid,n,,,debt_consolidation,Loan Application,11xxx,NY,17.81,0.0,Dec-2001,1.0,,,13.0,0.0,12752.0,55.4,21.0,f,0.0,0.0,10867.2099768,10867.21,9000.0,1867.21,0.0,0.0,0.0,Jan-2015,306.11,,Sep-2015,0.0,,1.0,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,,0.0
5082372,3892258,13250.0,13250.0,13250.0, 36 months,10.65,431.6,B,B2,REDACTED,4 years,RENT,35000.0,Not Verified,Dec-2011,Fully Paid,n,,,debt_consolidation,Loan Application,45xxx,OH,24.93,0.0,Oct-2002,2.0,,,11.0,0.0,13392.0,58.7,25.0,f,0.0,0.0,15535.9318576,15535.93,13250.0,2285.93,0.0,0.0,0.0,Jan-2015,437.68,,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,,0.0
4343826,7844819,20000.0,20000.0,20000.0, 36 months,13.49,678.61,C,C1,REDACTED,6 years,RENT,75000.0,Verified,Dec-2011,Fully Paid,n,,,debt_consolidation,Loan Application,92xxx,CA,22.38,0.0,Nov-1998,1.0,,,7.0,0.0,19548.0,90.8,17.0,f,0.0,0.0,23861.58,23861.58,20000.0,3861.58,0.0,0.0,0.0,Jan-2014,8269.74,,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,,0.0
9028586,5505342,3000.0,3000.0,3000.0, 36 months,14.65,103.49,C,C3,REDACTED,5 years,RENT,71000.0,Verified,Dec-2011,Fully Paid,n,,,medical,Loan Application,53xxx,WI,21.84,0.0,Nov-2003,1.0,59.0,,4.0,0.0,15072.0,88.7,14.0,f,0.0,0.0,3723.93632476,3723.94,3000.0,723.94,0.0,0.0,0.0,Jan-2015,107.29,,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,,0.0
3216385,6212976,7350.0,7350.0,7350.0, 36 months,10.65,239.42,B,B2,REDACTED,10+ years,MORTGAGE,48000.0,Not Verified,Dec-2011,Fully Paid,n,,,debt_consolidation,Loan Application,72xxx,AR,11.93,0.0,Feb-2006,0.0,,,5.0,0.0,15587.0,77.5,5.0,f,0.0,0.0,8616.33001985,8616.33,7350.0,1266.33,0.0,0.0,0.0,Jan-2015,249.88,,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,,0.0
